grad_norm,loss,loss_cal,loss_cal_q1,loss_cal_q3,loss_diff,loss_diff_q1,loss_diff_q3,loss_q1,loss_q3,param_norm,samples,step,vb,vb_q1,vb_q3
19.52985338939855,1.0210224390029907,0.17884179949760437,0.19212861,0.16555497,1.0106897354125977,1.020879,1.0005006,1.0289425,1.0131024,233.187150859707,2,0,0.010332657024264336,0.008063446,0.012601867
